customerID,Churn,Contract,PaperlessBilling,PaymentMethod,PhoneService,MultipleLines,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Monthly,Total,churn_bin,qtd_servicos,tenure_faixa
5514-YQENT,No,Two Year,1,Electronic Check,1,0,Male,0,0,1,41,Fiber Optic,1,1,1,1,1,1,111.15,4507.15,0.0,6.0,25–48
5515-AKOAJ,Yes,Month-To-Month,1,Electronic Check,1,1,Female,0,0,0,54,Fiber Optic,0,0,0,1,1,1,100.1,5440.9,1.0,3.0,49–72
5515-IDEJJ,Yes,Month-To-Month,0,Mailed Check,1,0,Male,0,1,1,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.9,19.9,1.0,,0–12
5515-RUGKN,No,Month-To-Month,1,Credit Card (Automatic),1,0,Male,0,0,0,8,Dsl,0,0,0,0,0,1,54.75,438.05,0.0,1.0,0–12
5519-NPHVG,Yes,Month-To-Month,1,Electronic Check,1,1,Female,0,0,0,12,Fiber Optic,0,0,0,0,1,1,94.2,1046.1,1.0,2.0,0–12
5519-TEEUH,No,One Year,1,Mailed Check,1,0,Male,0,0,1,33,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.15,682.15,0.0,,25–48
5519-YLDGW,Yes,Month-To-Month,1,Electronic Check,1,1,Female,0,1,0,21,Fiber Optic,1,0,1,0,1,1,103.9,2254.2,1.0,4.0,13–24
5520-FVEWJ,Yes,Month-To-Month,1,Electronic Check,1,1,Female,0,1,1,12,Fiber Optic,0,1,1,0,0,0,84.5,916.9,1.0,2.0,0–12
5522-JBWMO,No,Month-To-Month,0,Electronic Check,1,0,Male,0,0,1,1,Dsl,0,0,0,0,0,0,44.0,44.0,0.0,0.0,0–12
5522-NYKPB,No,Month-To-Month,0,Electronic Check,1,0,Male,0,1,1,25,Fiber Optic,0,0,0,1,1,0,85.9,2199.05,0.0,2.0,25–48
5524-KHNJP,No,One Year,0,Credit Card (Automatic),1,0,Male,0,1,1,33,Dsl,1,0,1,0,1,1,74.75,2453.3,0.0,4.0,25–48
5527-ACHSO,No,Month-To-Month,0,Mailed Check,1,0,Female,0,0,0,11,Dsl,0,0,0,1,1,1,70.5,829.3,0.0,3.0,0–12
5529-GIBVH,No,Two Year,0,Mailed Check,1,0,Female,0,0,0,47,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.15,1046.2,0.0,,25–48
5533-NHFRF,No,Month-To-Month,1,Electronic Check,0,No Phone Service,Male,1,0,0,7,Dsl,0,1,0,1,0,1,44.4,265.8,0.0,3.0,0–12
5533-RJFTJ,No,Month-To-Month,1,Bank Transfer (Automatic),0,No Phone Service,Male,0,0,0,49,Dsl,0,0,1,0,0,0,30.2,1453.1,0.0,1.0,49–72
5536-RTPWK,Yes,Month-To-Month,1,Bank Transfer (Automatic),1,1,Male,0,1,0,49,Fiber Optic,0,1,0,0,1,1,99.05,4853.75,1.0,3.0,49–72
5536-SLHPM,Yes,Month-To-Month,1,Electronic Check,1,1,Female,0,1,0,55,Fiber Optic,0,0,1,0,0,0,77.75,4458.15,1.0,1.0,49–72
5537-UXXVS,No,Month-To-Month,0,Bank Transfer (Automatic),1,0,Female,0,1,0,20,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.25,375.25,0.0,,13–24
5539-HIVAK,No,Month-To-Month,0,Mailed Check,1,1,Female,1,1,0,28,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.7,734.6,0.0,,25–48
5539-TMZLF,Yes,Month-To-Month,1,Electronic Check,1,0,Male,1,0,0,1,Fiber Optic,0,0,0,0,0,0,69.75,69.75,1.0,0.0,0–12
5542-DHSXL,No,Month-To-Month,0,Mailed Check,1,0,Female,0,1,0,4,Dsl,1,1,0,0,0,0,54.7,235.05,0.0,2.0,0–12
5542-NKVRU,No,Two Year,1,Bank Transfer (Automatic),1,0,Female,0,0,0,42,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.75,844.45,0.0,,25–48
5542-TBBWB,No,Month-To-Month,1,Electronic Check,1,0,Male,0,0,0,1,Fiber Optic,0,0,0,0,0,0,69.9,69.9,0.0,0.0,0–12
5543-QDCRY,No,Month-To-Month,1,Electronic Check,1,0,Male,0,0,0,4,Dsl,0,0,0,0,1,0,56.4,234.85,0.0,1.0,0–12
5546-BYZSM,No,Month-To-Month,0,Electronic Check,1,0,Female,0,0,0,41,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.45,775.6,0.0,,25–48
5546-QUERU,No,One Year,1,Mailed Check,1,0,Male,0,0,0,13,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.95,257.0,0.0,,13–24
5549-ZGHFB,No,Two Year,0,Mailed Check,1,1,Male,0,1,1,50,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.95,1261.45,0.0,,49–72
5550-VFRLC,Yes,Month-To-Month,1,Electronic Check,1,0,Female,1,0,0,1,Fiber Optic,0,0,0,0,0,0,69.85,69.85,1.0,0.0,0–12
5552-ZNFSJ,Yes,Month-To-Month,0,Electronic Check,1,0,Male,0,0,0,1,Dsl,0,0,0,0,0,0,45.3,45.3,1.0,0.0,0–12
5553-AOINX,No,One Year,1,Electronic Check,1,1,Female,1,1,1,66,Fiber Optic,0,1,1,0,1,1,104.9,6891.45,0.0,4.0,49–72
5555-RNPGT,No,Month-To-Month,0,Credit Card (Automatic),1,1,Male,0,0,1,10,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.8,223.9,0.0,,0–12
5561-NWEVX,Yes,Month-To-Month,0,Electronic Check,1,1,Female,1,1,0,2,Fiber Optic,0,0,1,0,0,0,79.2,172.85,1.0,1.0,0–12
5562-BETPV,No,One Year,0,Mailed Check,1,0,Male,0,1,1,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.65,19.65,0.0,,0–12
5562-YJQGT,No,Month-To-Month,0,Credit Card (Automatic),1,0,Female,0,0,0,2,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.35,35.1,0.0,,0–12
5564-NEMQO,Yes,Month-To-Month,1,Bank Transfer (Automatic),1,0,Female,1,0,0,1,Fiber Optic,0,0,1,0,0,0,75.3,75.3,1.0,1.0,0–12
5565-FILXA,Yes,Month-To-Month,1,Electronic Check,1,1,Female,1,0,0,16,Fiber Optic,0,0,0,0,1,1,96.15,1529.2,1.0,2.0,13–24
5566-SOEZD,No,One Year,1,Credit Card (Automatic),1,0,Male,0,1,1,27,Fiber Optic,1,1,0,0,0,0,80.65,2209.75,0.0,2.0,25–48
5567-GZKQY,No,Two Year,0,Credit Card (Automatic),1,0,Male,0,0,0,58,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.3,1131.5,0.0,,49–72
5567-WSELE,Yes,Month-To-Month,1,Electronic Check,1,1,Male,1,1,0,3,Fiber Optic,0,0,0,0,1,1,94.6,279.55,1.0,2.0,0–12
5568-DMXZS,No,Month-To-Month,1,Electronic Check,1,0,Female,0,0,0,8,Dsl,0,1,0,1,1,0,65.45,554.45,0.0,3.0,0–12
5569-IDSEY,No,One Year,1,Bank Transfer (Automatic),1,1,Male,0,1,0,71,Fiber Optic,0,1,1,0,1,1,105.7,7472.15,0.0,4.0,49–72
5569-KGJHX,Yes,Month-To-Month,1,Bank Transfer (Automatic),1,1,Female,0,1,1,9,Fiber Optic,0,0,0,0,1,0,85.35,754.65,1.0,1.0,0–12
5569-OUICF,Yes,Month-To-Month,1,Credit Card (Automatic),1,1,Female,1,1,0,28,Fiber Optic,0,0,0,1,1,1,101.3,2812.2,1.0,3.0,25–48
5570-PTWEH,Yes,Month-To-Month,1,Credit Card (Automatic),1,1,Female,0,1,0,3,Fiber Optic,0,0,0,0,0,0,75.15,216.75,1.0,0.0,0–12
5570-ZGMEU,,Two Year,1,Credit Card (Automatic),1,0,Male,0,1,1,72,Fiber Optic,1,0,1,1,1,1,104.9,7559.55,,5.0,49–72
5572-ZDXHY,Yes,Month-To-Month,1,Mailed Check,1,0,Female,0,0,0,22,Fiber Optic,0,1,0,0,0,1,84.3,1855.65,1.0,2.0,13–24
5574-NXZIU,No,Two Year,0,Credit Card (Automatic),1,0,Male,0,0,0,63,Fiber Optic,1,1,1,1,1,1,109.2,7049.75,0.0,6.0,49–72
5575-GNVDE,No,One Year,0,Mailed Check,1,0,Male,0,0,0,34,Dsl,1,0,1,0,0,0,56.95,1889.5,0.0,2.0,25–48
5575-TPIZQ,No,Month-To-Month,1,Credit Card (Automatic),1,1,Male,0,0,0,46,Fiber Optic,1,0,0,0,1,0,89.15,4245.55,0.0,2.0,25–48
5577-OTWWW,Yes,Month-To-Month,0,Bank Transfer (Automatic),1,0,Female,0,0,0,15,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.75,297.3,1.0,,13–24
5578-NKCXI,No,One Year,0,Credit Card (Automatic),1,0,Female,0,1,1,58,Fiber Optic,1,1,0,0,1,1,99.25,5846.65,0.0,4.0,49–72
5583-EJXRD,No,Two Year,1,Credit Card (Automatic),0,No Phone Service,Male,0,1,1,44,Dsl,1,1,1,1,0,1,54.05,2375.2,0.0,5.0,25–48
5583-SXDAG,Yes,Month-To-Month,0,Electronic Check,1,0,Male,0,1,0,1,Fiber Optic,0,0,0,0,0,0,70.0,70.0,1.0,0.0,0–12
5585-WEFDD,,Month-To-Month,0,Mailed Check,1,0,Female,0,1,1,4,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.35,76.35,,,0–12
5590-BYNII,Yes,Month-To-Month,1,Electronic Check,1,1,Male,0,0,0,22,Fiber Optic,1,0,0,0,1,1,100.75,2095.0,1.0,3.0,13–24
5590-YRFJT,Yes,Month-To-Month,1,Electronic Check,0,No Phone Service,Female,0,1,0,20,Dsl,0,0,0,0,0,0,24.45,482.8,1.0,0.0,13–24
5590-ZSKRV,No,Month-To-Month,0,Mailed Check,1,0,Female,0,1,1,8,Dsl,1,1,0,0,0,0,54.65,482.25,0.0,2.0,0–12
5593-SUAOO,No,One Year,0,Bank Transfer (Automatic),1,1,Female,0,1,1,24,Fiber Optic,0,1,1,0,0,0,83.15,2033.05,0.0,2.0,13–24
5597-GLBUC,Yes,Month-To-Month,1,Electronic Check,1,0,Female,0,0,0,1,Fiber Optic,0,0,1,0,1,0,85.45,85.45,1.0,2.0,0–12
5598-IKHQQ,No,Two Year,0,Credit Card (Automatic),1,1,Female,0,0,0,72,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.45,1866.45,0.0,,49–72
5599-HVLTW,No,Month-To-Month,1,Bank Transfer (Automatic),1,1,Female,1,0,0,14,Fiber Optic,0,0,1,0,0,0,80.35,1058.1,0.0,1.0,13–24
5600-KTXFM,No,Month-To-Month,0,Mailed Check,1,0,Male,0,1,1,2,Fiber Optic,0,0,0,0,0,0,69.95,143.9,0.0,0.0,0–12
5600-PDUJF,No,Month-To-Month,1,Credit Card (Automatic),1,0,Male,0,0,0,6,Dsl,0,0,0,1,0,0,49.5,312.7,0.0,1.0,0–12
5602-BVFMK,No,One Year,0,Mailed Check,1,0,Female,0,0,0,12,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.3,228.75,0.0,,0–12
5605-IYGFG,No,Month-To-Month,1,Bank Transfer (Automatic),1,0,Female,0,0,0,7,Fiber Optic,0,0,0,0,0,0,69.85,515.45,0.0,0.0,0–12
5605-XNWEN,No,Two Year,1,Bank Transfer (Automatic),1,1,Male,1,1,0,72,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.0,1802.55,0.0,,49–72
5606-AMZBO,No,Month-To-Month,1,Credit Card (Automatic),1,1,Female,0,1,0,10,Fiber Optic,1,0,0,0,0,0,78.15,765.15,0.0,1.0,0–12
5609-CEBID,Yes,Month-To-Month,1,Electronic Check,1,1,Female,1,0,0,20,Fiber Optic,0,1,1,0,0,1,94.1,1782.4,1.0,3.0,13–24
5609-IMCGG,No,Month-To-Month,1,Credit Card (Automatic),1,1,Female,0,0,0,15,Fiber Optic,1,0,1,0,0,0,84.35,1302.65,0.0,2.0,13–24
5614-DNZCE,No,Two Year,1,Credit Card (Automatic),1,0,Female,0,0,0,58,Dsl,1,1,1,1,0,0,64.9,3795.45,0.0,4.0,49–72
5616-PRTNT,Yes,Month-To-Month,1,Electronic Check,1,0,Male,0,0,1,20,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.4,374.5,1.0,,13–24
5619-PTMIK,No,Month-To-Month,0,Electronic Check,1,1,Female,0,1,0,46,Dsl,1,0,0,0,0,0,53.1,2459.8,0.0,1.0,25–48
5619-XZZKR,No,One Year,0,Mailed Check,1,0,Male,0,0,0,4,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.95,68.2,0.0,,0–12
5622-UEJFI,No,Two Year,1,Credit Card (Automatic),1,1,Female,0,1,1,35,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.4,949.8,0.0,,25–48
5624-BQSSA,Yes,Month-To-Month,0,Mailed Check,1,0,Female,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.95,20.95,1.0,,0–12
5624-RYAMH,No,Month-To-Month,1,Electronic Check,1,0,Female,0,0,0,9,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.5,178.85,0.0,,0–12
5626-MGTUK,No,Month-To-Month,1,Bank Transfer (Automatic),1,1,Female,0,0,0,20,Fiber Optic,1,0,0,0,1,0,89.1,1879.25,0.0,2.0,13–24
5627-TVBPP,No,One Year,1,Credit Card (Automatic),1,0,Female,0,0,1,35,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.1,644.5,0.0,,25–48
5628-FCGYG,No,Month-To-Month,1,Electronic Check,1,1,Male,0,0,0,21,Fiber Optic,0,0,0,0,0,1,84.1,1737.45,0.0,1.0,13–24
5628-RKIFK,No,Month-To-Month,0,Credit Card (Automatic),1,1,Female,1,0,0,49,Fiber Optic,1,0,0,0,1,1,101.55,5070.4,0.0,3.0,49–72
5630-AHZIL,No,Month-To-Month,1,Bank Transfer (Automatic),1,0,Female,0,0,1,3,Dsl,1,0,0,1,0,1,64.5,177.4,0.0,3.0,0–12
5630-IXDXV,No,Month-To-Month,1,Electronic Check,1,1,Female,0,0,0,47,Fiber Optic,0,1,1,0,1,1,106.35,4849.1,0.0,4.0,25–48
5639-NTUPK,No,Month-To-Month,1,Credit Card (Automatic),1,0,Male,0,0,1,13,Dsl,1,0,0,0,0,0,52.1,670.65,0.0,1.0,13–24
5640-CAXOA,No,One Year,1,Credit Card (Automatic),0,No Phone Service,Female,0,0,0,30,Dsl,0,0,0,1,0,1,40.35,1187.05,0.0,2.0,25–48
5641-DMBFJ,No,Two Year,1,Electronic Check,1,1,Female,0,1,0,58,Dsl,1,0,1,1,1,1,84.3,4916.4,0.0,5.0,49–72
5642-MHDQT,No,One Year,1,Bank Transfer (Automatic),1,0,Female,0,1,1,53,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.85,1039.45,0.0,,49–72
5644-PDMZC,Yes,Month-To-Month,0,Electronic Check,1,1,Female,1,0,0,2,Fiber Optic,0,1,0,0,0,1,89.5,161.5,1.0,2.0,0–12
5647-FXOTP,No,Month-To-Month,1,Electronic Check,1,1,Female,1,1,0,60,Fiber Optic,0,1,1,0,1,1,105.9,6401.25,0.0,4.0,49–72
5647-URDKA,No,Two Year,0,Mailed Check,1,0,Male,0,1,1,8,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.7,130.25,0.0,,0–12
5649-ANRML,Yes,Month-To-Month,1,Credit Card (Automatic),1,0,Male,1,0,0,2,Fiber Optic,0,1,1,1,0,1,95.1,180.25,1.0,4.0,0–12
5649-RXQTV,No,Month-To-Month,1,Electronic Check,1,0,Male,0,0,0,51,Fiber Optic,0,1,1,0,1,1,99.0,5038.15,0.0,4.0,49–72
5649-TJHOV,Yes,Month-To-Month,0,Bank Transfer (Automatic),0,No Phone Service,Male,1,1,0,27,Dsl,0,0,0,0,0,1,36.5,1032.0,1.0,1.0,25–48
5649-VUKMC,Yes,One Year,0,Mailed Check,1,0,Female,0,0,0,12,Fiber Optic,0,0,1,0,1,1,95.5,1115.15,1.0,3.0,0–12
5650-VDUDS,Yes,Month-To-Month,1,Mailed Check,0,No Phone Service,Female,0,0,0,4,Dsl,0,0,0,0,0,0,24.25,96.05,1.0,0.0,0–12
5650-YLIBA,No,Month-To-Month,1,Electronic Check,1,1,Male,0,0,0,31,Fiber Optic,0,1,0,0,0,0,81.15,2640.55,0.0,1.0,25–48
5651-CPDND,No,Month-To-Month,0,Mailed Check,1,0,Male,0,0,0,10,Dsl,0,0,0,0,0,0,46.0,492.1,0.0,0.0,0–12
5651-CRHKQ,No,One Year,1,Bank Transfer (Automatic),1,0,Female,0,1,0,41,Fiber Optic,0,1,1,1,0,0,86.2,3339.05,0.0,3.0,25–48
5651-WYIPH,No,Month-To-Month,1,Credit Card (Automatic),1,0,Female,1,0,0,18,Dsl,0,1,0,0,0,0,49.85,865.75,0.0,1.0,13–24
5651-YLPRD,No,Month-To-Month,1,Electronic Check,1,0,Female,0,1,1,32,Fiber Optic,0,1,0,0,1,0,86.1,2723.75,0.0,2.0,25–48
5652-MSDEY,No,Month-To-Month,1,Mailed Check,1,1,Female,0,0,0,10,Fiber Optic,0,0,0,0,0,0,75.75,777.3,0.0,0.0,0–12
5653-ITXJK,,Month-To-Month,1,Mailed Check,1,0,Female,0,1,0,31,Dsl,0,0,0,1,0,0,49.2,1498.55,,1.0,25–48
5655-JSMZM,Yes,Month-To-Month,1,Electronic Check,1,1,Male,1,0,0,49,Fiber Optic,0,0,0,0,1,1,96.2,4718.25,1.0,2.0,49–72
5656-JAMLX,No,Two Year,0,Bank Transfer (Automatic),1,0,Male,0,0,0,62,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.85,1253.65,0.0,,49–72
5656-MJEFC,No,Two Year,0,Credit Card (Automatic),0,No Phone Service,Male,0,1,1,42,Dsl,1,0,1,1,1,0,48.15,2032.3,0.0,4.0,25–48
5663-QBGIS,No,Two Year,0,Bank Transfer (Automatic),1,1,Male,1,1,0,72,Fiber Optic,0,1,0,0,1,1,98.35,6929.4,0.0,3.0,49–72
5666-CYCYZ,No,Month-To-Month,1,Electronic Check,1,1,Female,0,0,0,24,Fiber Optic,0,0,0,1,0,1,89.55,2259.35,0.0,2.0,13–24
5666-MBJPT,No,Two Year,1,Bank Transfer (Automatic),1,1,Male,0,0,0,65,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.1,1725.0,0.0,,49–72
5668-MEISB,No,Two Year,0,Credit Card (Automatic),1,1,Female,0,1,1,72,Fiber Optic,1,1,1,1,1,0,106.1,7657.4,0.0,5.0,49–72
5669-SRAIP,Yes,Month-To-Month,0,Electronic Check,0,No Phone Service,Female,0,0,0,5,Dsl,0,0,1,0,0,1,39.5,210.75,1.0,2.0,0–12
5671-RQRLP,No,Two Year,1,Credit Card (Automatic),1,1,Female,1,1,0,70,Fiber Optic,0,0,0,0,0,0,75.65,5411.4,0.0,0.0,49–72
5671-UUNXD,No,One Year,1,Electronic Check,1,1,Female,1,1,0,50,Fiber Optic,0,0,0,1,1,1,100.65,5189.75,0.0,3.0,49–72
5673-FSSMF,Yes,Month-To-Month,1,Electronic Check,1,1,Female,0,0,0,1,Dsl,0,0,0,0,0,1,60.15,60.15,1.0,1.0,0–12
5673-TIYIB,Yes,Month-To-Month,1,Credit Card (Automatic),0,No Phone Service,Male,0,0,0,2,Dsl,0,1,1,1,0,0,40.4,77.15,1.0,3.0,0–12
5676-CFLYY,No,Two Year,1,Credit Card (Automatic),1,0,Male,0,1,1,71,Dsl,0,1,0,1,1,1,73.35,5154.5,0.0,4.0,49–72
5678-VFNEQ,No,One Year,1,Credit Card (Automatic),1,1,Female,0,1,0,71,Fiber Optic,1,0,1,0,1,1,104.1,7412.25,0.0,4.0,49–72
5680-LQOGP,No,Two Year,1,Credit Card (Automatic),1,0,Female,0,0,0,68,Dsl,1,1,1,1,1,1,82.45,5646.6,0.0,6.0,49–72
5681-LLOEI,No,One Year,1,Credit Card (Automatic),1,1,Male,0,1,1,43,Fiber Optic,1,0,1,1,0,0,91.25,4013.8,0.0,3.0,25–48
5684-FJVYR,No,Two Year,1,Bank Transfer (Automatic),1,1,Female,0,1,1,72,Fiber Optic,1,1,0,1,0,0,90.35,6563.4,0.0,3.0,49–72
5685-IIXLY,Yes,Month-To-Month,1,Electronic Check,1,0,Female,0,1,1,5,Fiber Optic,0,1,0,0,0,1,83.6,404.2,1.0,2.0,0–12
5686-CMAWK,No,One Year,0,Electronic Check,1,1,Male,0,0,0,17,Fiber Optic,0,0,1,1,0,0,86.75,1410.25,0.0,2.0,13–24
5687-DKDTV,Yes,Month-To-Month,0,Mailed Check,1,0,Female,0,0,0,4,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.35,77.5,1.0,,0–12
5688-KZTSN,Yes,Month-To-Month,1,Electronic Check,1,0,Male,0,1,1,15,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.0,288.05,1.0,,13–24
5692-FPTAH,Yes,Month-To-Month,1,Mailed Check,1,0,Female,0,0,0,1,Dsl,0,0,0,0,0,0,45.4,45.4,1.0,0.0,0–12
5692-ICXLW,No,Month-To-Month,1,Electronic Check,1,1,Male,1,0,0,31,Fiber Optic,0,1,0,0,1,0,90.7,2845.15,0.0,2.0,25–48
5693-PIPCS,No,Two Year,1,Credit Card (Automatic),1,0,Male,0,0,0,41,Fiber Optic,0,1,0,1,1,1,99.65,4220.35,0.0,4.0,25–48
5696-CEIQJ,No,Two Year,0,Bank Transfer (Automatic),1,0,Male,0,1,1,67,Fiber Optic,0,1,1,1,1,1,103.15,6895.5,0.0,5.0,49–72
5696-EXCYS,No,Two Year,0,Credit Card (Automatic),1,0,Male,0,0,0,17,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.45,369.05,0.0,,13–24
5696-JVVQY,No,Two Year,1,Credit Card (Automatic),1,0,Female,0,1,1,48,Dsl,1,1,1,0,0,1,70.1,3238.4,0.0,4.0,25–48
5696-QURRL,Yes,Month-To-Month,1,Mailed Check,1,0,Male,0,0,0,1,Dsl,0,0,0,0,0,0,45.05,45.05,1.0,0.0,0–12
5697-GOMBF,No,Month-To-Month,1,Electronic Check,0,No Phone Service,Female,1,1,1,28,Dsl,0,0,0,0,1,0,35.9,973.65,0.0,1.0,25–48
5698-BQJOH,Yes,Month-To-Month,0,Electronic Check,1,1,Female,0,0,0,9,Fiber Optic,0,0,0,0,1,1,94.4,857.25,1.0,2.0,0–12
5699-BNCAS,No,Two Year,1,Mailed Check,1,1,Male,1,0,0,71,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.65,1766.75,0.0,,49–72
5701-GUXDC,No,One Year,0,Credit Card (Automatic),0,No Phone Service,Female,0,1,0,26,Dsl,1,0,1,0,0,0,35.4,978.6,0.0,2.0,25–48
5701-SVCWR,No,Month-To-Month,0,Mailed Check,1,1,Female,0,0,1,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.0,24.0,0.0,,0–12
5701-YVSVF,No,Month-To-Month,1,Electronic Check,1,0,Female,1,1,0,11,Fiber Optic,0,0,0,1,1,0,82.9,880.05,0.0,2.0,0–12
5701-ZIKJE,No,Month-To-Month,1,Mailed Check,1,0,Male,0,0,0,13,Dsl,0,0,0,1,0,0,50.55,610.75,0.0,1.0,13–24
5702-KVQRD,No,Two Year,1,Electronic Check,1,0,Male,0,1,0,71,Dsl,1,0,1,1,1,1,82.55,5832.65,0.0,5.0,49–72
5702-SKUOB,No,Month-To-Month,0,Mailed Check,1,0,Female,0,1,0,4,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.6,93.45,0.0,,0–12
5707-ORNDZ,Yes,Month-To-Month,0,Electronic Check,1,1,Male,1,0,0,9,Dsl,1,0,0,0,0,0,54.55,494.05,1.0,1.0,0–12
5707-ZMDJP,No,Two Year,1,Mailed Check,1,0,Male,0,1,1,53,Dsl,1,1,0,1,1,0,69.7,3729.6,0.0,4.0,49–72
5708-EVONK,Yes,Month-To-Month,1,Bank Transfer (Automatic),1,1,Female,0,1,1,58,Fiber Optic,1,1,0,0,0,1,93.4,5435.6,1.0,3.0,49–72
5712-AHQNN,No,Month-To-Month,1,Electronic Check,1,0,Female,0,0,0,43,Fiber Optic,0,1,1,0,1,0,91.65,3954.1,0.0,3.0,25–48
5712-PTIWW,Yes,Month-To-Month,1,Electronic Check,1,0,Male,0,0,0,2,Fiber Optic,0,0,1,1,0,0,79.85,152.45,1.0,2.0,0–12
5712-VBOXD,No,Month-To-Month,1,Credit Card (Automatic),1,0,Female,0,0,0,4,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.15,68.45,0.0,,0–12
5716-EZXZN,No,Two Year,1,Credit Card (Automatic),1,1,Female,0,1,1,65,Fiber Optic,1,1,0,1,1,0,99.05,6416.7,0.0,4.0,49–72
5716-LIBJC,No,One Year,1,Credit Card (Automatic),1,1,Female,0,0,1,13,Fiber Optic,0,1,1,0,1,1,104.15,1299.1,0.0,4.0,13–24
5724-BIDBU,No,One Year,1,Electronic Check,1,1,Male,0,1,0,49,Dsl,1,0,0,0,0,0,55.35,2633.95,0.0,1.0,49–72
5726-CVNYA,No,Two Year,1,Mailed Check,1,0,Female,0,1,1,8,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.85,146.6,0.0,,0–12
5727-MYATE,No,Two Year,1,Credit Card (Automatic),1,1,Male,0,1,1,72,Dsl,1,1,1,1,1,1,90.8,6397.6,0.0,6.0,49–72
5729-KLZAR,Yes,Month-To-Month,0,Electronic Check,1,0,Female,0,1,1,4,Fiber Optic,0,0,0,0,0,1,80.85,302.75,1.0,1.0,0–12
5730-DBDSI,No,Two Year,0,Bank Transfer (Automatic),1,0,Male,0,0,0,66,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.7,1253.8,0.0,,49–72
5730-RIITO,No,Month-To-Month,1,Credit Card (Automatic),0,No Phone Service,Female,1,0,0,43,Dsl,1,1,0,0,0,0,33.45,1500.25,0.0,2.0,25–48
5732-IKGQH,No,One Year,1,Bank Transfer (Automatic),1,0,Male,1,1,0,52,Fiber Optic,1,0,1,1,1,1,104.45,5481.25,0.0,5.0,49–72
5734-EJKXG,No,One Year,1,Electronic Check,1,1,Female,0,0,0,61,Fiber Optic,1,1,1,1,1,1,118.6,7365.7,0.0,6.0,49–72
5736-YEJAX,No,Two Year,1,Credit Card (Automatic),1,1,Male,0,0,1,69,Dsl,1,1,1,1,1,0,79.45,5502.55,0.0,5.0,49–72
